Date,Close,Dividends,High,Low,Open,Stock Splits,Volume,Adj Close
2024-01-16,2026.0,0.0,2054.800048828125,2026.0,2051.699951171875,1.0,46,2026.0
2024-01-17,2002.5999755859375,0.0,2026.5,2002.5999755859375,2026.5,1.0,764,2002.5999755859375
2024-01-18,2018.5999755859375,0.0,2018.5999755859375,2009.5,2012.800048828125,1.0,1474,2018.5999755859375
2024-01-19,2026.5,0.0,2036.0,2019.5,2023.199951171875,1.0,50,2026.5
2024-01-22,2019.800048828125,0.0,2021.300048828125,2019.800048828125,2021.300048828125,1.0,12,2019.800048828125
2024-01-23,2023.699951171875,0.0,2030.300048828125,2022.5,2030.300048828125,1.0,15,2023.699951171875
2024-01-24,2013.9000244140625,0.0,2033.199951171875,2013.9000244140625,2023.199951171875,1.0,253,2013.9000244140625
2024-01-25,2016.9000244140625,0.0,2022.4000244140625,2012.0999755859375,2012.0999755859375,1.0,548,2016.9000244140625
2024-01-26,2016.800048828125,0.0,2022.4000244140625,2016.800048828125,2021.699951171875,1.0,49,2016.800048828125
2024-01-29,2025.199951171875,0.0,2025.199951171875,2025.199951171875,2025.199951171875,1.0,150708,2025.199951171875
2024-01-30,2031.5,0.0,2048.5,2028.0999755859375,2032.5,1.0,26907,2031.5
2024-01-31,2048.39990234375,0.0,2055.0,2030.0,2035.4000244140625,1.0,2007,2048.39990234375
2024-02-01,2053.0,0.0,2064.5,2029.0,2040.199951171875,1.0,947,2053.0
2024-02-02,2036.0999755859375,0.0,2055.89990234375,2027.699951171875,2054.800048828125,1.0,888,2036.0999755859375
2024-02-05,2025.699951171875,0.0,2040.800048828125,2013.800048828125,2038.9000244140625,1.0,412,2025.699951171875
2024-02-06,2034.5,0.0,2037.300048828125,2025.9000244140625,2025.9000244140625,1.0,249,2034.5
2024-02-07,2035.199951171875,0.0,2039.5,2032.699951171875,2032.800048828125,1.0,71,2035.199951171875
2024-02-08,2032.199951171875,0.0,2036.699951171875,2020.300048828125,2028.0,1.0,341,2032.199951171875
2024-02-09,2023.300048828125,0.0,2032.0,2020.0,2032.0,1.0,62,2023.300048828125
2024-02-12,2018.199951171875,0.0,2025.5,2011.5999755859375,2025.5,1.0,317,2018.199951171875
2024-02-13,1992.9000244140625,0.0,2025.800048828125,1990.0,2025.0999755859375,1.0,198,1992.9000244140625
2024-02-14,1990.300048828125,0.0,1993.5,1984.800048828125,1990.300048828125,1.0,1916,1990.300048828125
2024-02-15,2002.0999755859375,0.0,2007.199951171875,1993.5999755859375,1993.5999755859375,1.0,286,2002.0999755859375
2024-02-16,2011.5,0.0,2011.5,1996.5,2005.0,1.0,32,2011.5
2024-02-20,2027.5,0.0,2029.0,2015.5999755859375,2015.5999755859375,1.0,1326,2027.5
2024-02-21,2022.300048828125,0.0,2028.199951171875,2022.300048828125,2028.199951171875,1.0,15,2022.300048828125
2024-02-22,2019.699951171875,0.0,2033.199951171875,2019.699951171875,2033.199951171875,1.0,964,2019.699951171875
2024-02-23,2038.5999755859375,0.0,2038.5999755859375,2014.9000244140625,2026.0,1.0,22,2038.5999755859375
2024-02-26,2028.5,0.0,2035.4000244140625,2024.800048828125,2034.0999755859375,1.0,143,2028.5
2024-02-27,2034.0,0.0,2035.9000244140625,2034.0,2035.9000244140625,1.0,964,2034.0
2024-02-28,2033.0,0.0,2037.0,2024.800048828125,2029.5,1.0,581,2033.0
2024-02-29,2045.699951171875,0.0,2049.800048828125,2034.300048828125,2034.300048828125,1.0,706,2045.699951171875
2024-03-01,2086.89990234375,0.0,2086.89990234375,2041.800048828125,2043.0999755859375,1.0,1210,2086.89990234375
2024-03-04,2117.699951171875,0.0,2119.800048828125,2080.699951171875,2083.60009765625,1.0,805,2117.699951171875
2024-03-05,2133.5,0.0,2133.5,2111.39990234375,2114.89990234375,1.0,1287,2133.5
2024-03-06,2150.300048828125,0.0,2150.300048828125,2125.5,2125.5,1.0,443,2150.300048828125
2024-03-07,2158.0,0.0,2163.0,2147.0,2147.0,1.0,152,2158.0
2024-03-08,2178.60009765625,0.0,2194.89990234375,2166.300048828125,2167.300048828125,1.0,259,2178.60009765625
2024-03-11,2182.5,0.0,2184.0,2177.199951171875,2181.0,1.0,738,2182.5
2024-03-12,2160.39990234375,0.0,2182.699951171875,2160.39990234375,2182.5,1.0,550,2160.39990234375
2024-03-13,2175.39990234375,0.0,2175.39990234375,2162.5,2162.5,1.0,20,2175.39990234375
2024-03-14,2163.0,0.0,2163.0,2162.300048828125,2163.0,1.0,515,2163.0
2024-03-15,2157.300048828125,0.0,2161.699951171875,2157.300048828125,2161.699951171875,1.0,100,2157.300048828125
2024-03-18,2160.699951171875,0.0,2160.699951171875,2146.199951171875,2146.199951171875,1.0,21,2160.699951171875
2024-03-19,2156.300048828125,0.0,2156.300048828125,2156.10009765625,2156.10009765625,1.0,12,2156.300048828125
2024-03-20,2157.89990234375,0.0,2185.89990234375,2150.89990234375,2157.300048828125,1.0,17,2157.89990234375
2024-03-21,2182.39990234375,0.0,2211.60009765625,2182.39990234375,2207.0,1.0,63,2182.39990234375
2024-03-22,2158.10009765625,0.0,2179.60009765625,2157.5,2179.199951171875,1.0,19,2158.10009765625
2024-03-25,2174.800048828125,0.0,2179.39990234375,2166.199951171875,2166.199951171875,1.0,79,2174.800048828125
2024-03-26,2175.60009765625,0.0,2182.699951171875,2175.60009765625,2182.699951171875,1.0,202373,2175.60009765625
2024-03-27,2190.60009765625,0.0,2196.199951171875,2172.10009765625,2179.39990234375,1.0,31200,2190.60009765625
2024-03-28,2217.39990234375,0.0,2234.10009765625,2187.10009765625,2193.60009765625,1.0,2040,2217.39990234375
2024-04-01,2236.5,0.0,2264.199951171875,2230.0,2235.699951171875,1.0,400,2236.5
2024-04-02,2261.0,0.0,2279.199951171875,2247.60009765625,2252.0,1.0,435,2261.0
2024-04-03,2294.39990234375,0.0,2298.800048828125,2267.89990234375,2281.699951171875,1.0,285,2294.39990234375
2024-04-04,2288.800048828125,0.0,2302.89990234375,2280.0,2301.699951171875,1.0,251,2288.800048828125
2024-04-05,2325.699951171875,0.0,2328.39990234375,2267.39990234375,2289.199951171875,1.0,344,2325.699951171875
2024-04-08,2331.699951171875,0.0,2341.800048828125,2319.0,2325.60009765625,1.0,202,2331.699951171875
2024-04-09,2343.5,0.0,2364.699951171875,2337.800048828125,2337.800048828125,1.0,211,2343.5
2024-04-10,2329.60009765625,0.0,2358.10009765625,2327.699951171875,2346.60009765625,1.0,377,2329.60009765625
2024-04-11,2354.800048828125,0.0,2376.300048828125,2330.60009765625,2341.5,1.0,283,2354.800048828125
2024-04-12,2356.199951171875,0.0,2429.0,2334.300048828125,2377.300048828125,1.0,584,2356.199951171875
2024-04-15,2365.800048828125,0.0,2384.699951171875,2326.0,2362.10009765625,1.0,1801,2365.800048828125
2024-04-16,2390.800048828125,0.0,2390.800048828125,2371.39990234375,2384.0,1.0,41,2390.800048828125
2024-04-17,2371.699951171875,0.0,2391.39990234375,2369.300048828125,2384.199951171875,1.0,37,2371.699951171875
2024-04-18,2382.300048828125,0.0,2384.39990234375,2368.39990234375,2368.39990234375,1.0,128,2382.300048828125
2024-04-19,2398.39990234375,0.0,2399.800048828125,2377.300048828125,2379.300048828125,1.0,160,2398.39990234375
2024-04-22,2332.199951171875,0.0,2383.300048828125,2326.89990234375,2383.300048828125,1.0,53,2332.199951171875
2024-04-23,2327.699951171875,0.0,2330.800048828125,2294.199951171875,2327.699951171875,1.0,171,2327.699951171875
2024-04-24,2324.5,0.0,2328.699951171875,2314.60009765625,2321.300048828125,1.0,95,2324.5
2024-04-25,2329.800048828125,0.0,2329.800048828125,2305.0,2315.0,1.0,1024,2329.800048828125
2024-04-26,2334.800048828125,0.0,2347.89990234375,2332.800048828125,2347.89990234375,1.0,717,2334.800048828125
2024-04-29,2345.39990234375,0.0,2345.5,2327.89990234375,2334.800048828125,1.0,405,2345.39990234375
2024-04-30,2291.39990234375,0.0,2322.5,2291.39990234375,2322.5,1.0,113,2291.39990234375
2024-05-01,2299.89990234375,0.0,2327.300048828125,2283.800048828125,2287.699951171875,1.0,42,2299.89990234375
2024-05-02,2299.199951171875,0.0,2324.699951171875,2292.300048828125,2321.699951171875,1.0,56,2299.199951171875
2024-05-03,2299.0,0.0,2301.0,2277.60009765625,2300.0,1.0,194,2299.0
2024-05-06,2321.60009765625,0.0,2325.5,2314.199951171875,2322.800048828125,1.0,9,2321.60009765625
2024-05-07,2315.199951171875,0.0,2324.300048828125,2315.199951171875,2324.300048828125,1.0,25,2315.199951171875
2024-05-08,2313.60009765625,0.0,2313.60009765625,2313.60009765625,2313.60009765625,1.0,4,2313.60009765625
2024-05-09,2332.10009765625,0.0,2339.5,2310.699951171875,2310.699951171875,1.0,5,2332.10009765625
2024-05-10,2367.300048828125,0.0,2367.300048828125,2367.300048828125,2367.300048828125,1.0,126,2367.300048828125
2024-05-13,2336.10009765625,0.0,2358.300048828125,2336.10009765625,2358.300048828125,1.0,14,2336.10009765625
2024-05-14,2353.39990234375,0.0,2358.0,2336.0,2336.0,1.0,6,2353.39990234375
2024-05-15,2388.699951171875,0.0,2388.699951171875,2356.0,2361.60009765625,1.0,29,2388.699951171875
2024-05-16,2380.0,0.0,2392.199951171875,2380.0,2389.5,1.0,7,2380.0
2024-05-17,2412.199951171875,0.0,2415.800048828125,2380.699951171875,2380.699951171875,1.0,213,2412.199951171875
2024-05-20,2433.89990234375,0.0,2435.800048828125,2409.699951171875,2415.800048828125,1.0,40,2433.89990234375
2024-05-21,2421.699951171875,0.0,2429.5,2421.0,2429.5,1.0,6,2421.699951171875
2024-05-22,2389.199951171875,0.0,2417.60009765625,2375.800048828125,2417.5,1.0,180,2389.199951171875
2024-05-23,2335.0,0.0,2371.199951171875,2335.0,2371.199951171875,1.0,365,2335.0
2024-05-24,2332.5,0.0,2345.39990234375,2332.5,2342.60009765625,1.0,25,2332.5
2024-05-28,2355.199951171875,0.0,2359.699951171875,2336.89990234375,2336.89990234375,1.0,26,2355.199951171875
2024-05-29,2340.300048828125,0.0,2340.300048828125,2340.300048828125,2340.300048828125,1.0,119317,2340.300048828125
2024-05-30,2342.89990234375,0.0,2349.5,2320.800048828125,2336.89990234375,1.0,32587,2342.89990234375
2024-05-31,2322.89990234375,0.0,2354.0,2319.0,2344.10009765625,1.0,941,2322.89990234375
2024-06-03,2346.60009765625,0.0,2347.5,2312.0,2322.60009765625,1.0,781,2346.60009765625
2024-06-04,2325.5,0.0,2347.699951171875,2313.89990234375,2347.5,1.0,890,2325.5
2024-06-05,2354.10009765625,0.0,2354.300048828125,2326.199951171875,2326.39990234375,1.0,295,2354.10009765625
2024-06-06,2370.300048828125,0.0,2375.800048828125,2355.0,2355.0,1.0,179,2370.300048828125
2024-06-07,2305.199951171875,0.0,2385.10009765625,2285.39990234375,2379.89990234375,1.0,269,2305.199951171875
2024-06-10,2307.699951171875,0.0,2309.300048828125,2290.5,2290.60009765625,1.0,69,2307.699951171875
2024-06-11,2307.5,0.0,2314.10009765625,2300.0,2300.0,1.0,871,2307.5
2024-06-12,2336.0,0.0,2338.699951171875,2310.300048828125,2314.89990234375,1.0,132,2336.0
2024-06-13,2300.199951171875,0.0,2317.699951171875,2296.199951171875,2309.39990234375,1.0,298,2300.199951171875
2024-06-14,2331.39990234375,0.0,2331.39990234375,2305.800048828125,2307.0,1.0,948,2331.39990234375
2024-06-17,2312.39990234375,0.0,2320.199951171875,2309.60009765625,2320.199951171875,1.0,110,2312.39990234375
2024-06-18,2330.39990234375,0.0,2330.39990234375,2311.800048828125,2311.800048828125,1.0,43,2330.39990234375
2024-06-20,2353.800048828125,0.0,2354.0,2328.300048828125,2328.89990234375,1.0,183,2353.800048828125
2024-06-21,2316.39990234375,0.0,2331.199951171875,2316.39990234375,2331.199951171875,1.0,76,2316.39990234375
2024-06-24,2330.0,0.0,2332.89990234375,2322.699951171875,2323.300048828125,1.0,99,2330.0
2024-06-25,2316.60009765625,0.0,2333.0,2316.60009765625,2324.39990234375,1.0,105,2316.60009765625
2024-06-26,2299.199951171875,0.0,2314.39990234375,2298.0,2307.89990234375,1.0,986,2299.199951171875
2024-06-27,2324.5,0.0,2329.0,2295.0,2296.800048828125,1.0,1532,2324.5
2024-06-28,2327.699951171875,0.0,2338.300048828125,2319.0,2325.39990234375,1.0,92,2327.699951171875
2024-07-01,2327.60009765625,0.0,2329.699951171875,2321.699951171875,2323.800048828125,1.0,237,2327.60009765625
2024-07-02,2323.0,0.0,2334.60009765625,2323.0,2330.699951171875,1.0,30,2323.0
2024-07-03,2359.800048828125,0.0,2361.60009765625,2330.89990234375,2330.89990234375,1.0,59,2359.800048828125
2024-07-05,2388.5,0.0,2388.5,2354.89990234375,2354.89990234375,1.0,72,2388.5
2024-07-08,2355.199951171875,0.0,2383.800048828125,2352.800048828125,2381.699951171875,1.0,64,2355.199951171875
2024-07-09,2360.10009765625,0.0,2363.699951171875,2360.10009765625,2363.10009765625,1.0,9,2360.10009765625
2024-07-10,2372.199951171875,0.0,2377.0,2365.800048828125,2366.300048828125,1.0,19,2372.199951171875
2024-07-11,2415.0,0.0,2416.699951171875,2378.699951171875,2378.699951171875,1.0,72,2415.0
2024-07-12,2414.0,0.0,2414.0,2391.300048828125,2399.800048828125,1.0,355,2414.0
2024-07-15,2422.89990234375,0.0,2436.0,2422.89990234375,2430.0,1.0,540,2422.89990234375
2024-07-16,2462.39990234375,0.0,2462.39990234375,2427.39990234375,2427.39990234375,1.0,93,2462.39990234375
2024-07-17,2454.800048828125,0.0,2473.10009765625,2454.800048828125,2472.89990234375,1.0,10,2454.800048828125
2024-07-18,2451.800048828125,0.0,2466.0,2451.800048828125,2466.0,1.0,2,2451.800048828125
2024-07-19,2395.5,0.0,2419.199951171875,2395.5,2418.800048828125,1.0,15,2395.5
2024-07-22,2392.0,0.0,2402.10009765625,2392.0,2402.10009765625,1.0,18,2392.0
2024-07-23,2404.60009765625,0.0,2404.60009765625,2388.699951171875,2395.800048828125,1.0,41,2404.60009765625
2024-07-24,2413.300048828125,0.0,2421.0,2411.60009765625,2421.0,1.0,6,2413.300048828125
2024-07-25,2351.89990234375,0.0,2365.5,2351.89990234375,2365.5,1.0,31,2351.89990234375
2024-07-26,2380.0,0.0,2386.89990234375,2368.699951171875,2368.699951171875,1.0,95,2380.0
2024-07-29,2377.300048828125,0.0,2377.300048828125,2377.300048828125,2377.300048828125,1.0,126409,2377.300048828125
2024-07-30,2405.0,0.0,2409.300048828125,2373.800048828125,2380.89990234375,1.0,25944,2405.0
2024-07-31,2426.5,0.0,2447.60009765625,2402.800048828125,2407.10009765625,1.0,1313,2426.5
2024-08-01,2435.0,0.0,2455.10009765625,2430.39990234375,2446.699951171875,1.0,690,2435.0
2024-08-02,2425.699951171875,0.0,2477.0,2416.0,2444.0,1.0,550,2425.699951171875
2024-08-05,2401.699951171875,0.0,2449.800048828125,2367.39990234375,2442.0,1.0,334,2401.699951171875
2024-08-06,2389.10009765625,0.0,2421.800048828125,2380.0,2414.5,1.0,163,2389.10009765625
2024-08-07,2390.5,0.0,2401.0,2384.5,2392.199951171875,1.0,130,2390.5
2024-08-08,2422.199951171875,0.0,2422.800048828125,2384.300048828125,2384.300048828125,1.0,201,2422.199951171875
2024-08-09,2432.10009765625,0.0,2432.10009765625,2418.5,2422.300048828125,1.0,611,2432.10009765625
2024-08-12,2462.39990234375,0.0,2469.800048828125,2432.0,2432.699951171875,1.0,566,2462.39990234375
2024-08-13,2466.699951171875,0.0,2470.0,2456.5,2461.0,1.0,510,2466.699951171875
2024-08-14,2439.39990234375,0.0,2472.10009765625,2439.39990234375,2468.0,1.0,274,2439.39990234375
2024-08-15,2453.10009765625,0.0,2467.699951171875,2431.199951171875,2451.800048828125,1.0,285,2453.10009765625
2024-08-16,2498.60009765625,0.0,2508.0,2451.39990234375,2453.5,1.0,197,2498.60009765625
2024-08-19,2501.800048828125,0.0,2508.5,2487.199951171875,2508.5,1.0,88,2501.800048828125
2024-08-20,2511.300048828125,0.0,2527.300048828125,2500.699951171875,2503.5,1.0,187,2511.300048828125
2024-08-21,2508.39990234375,0.0,2515.39990234375,2503.89990234375,2511.0,1.0,96,2508.39990234375
2024-08-22,2478.89990234375,0.0,2504.10009765625,2471.10009765625,2504.10009765625,1.0,210,2478.89990234375
2024-08-23,2508.39990234375,0.0,2508.39990234375,2486.5,2486.5,1.0,94,2508.39990234375
2024-08-26,2517.699951171875,0.0,2523.10009765625,2509.10009765625,2509.89990234375,1.0,290,2517.699951171875
2024-08-27,2516.0,0.0,2523.10009765625,2506.89990234375,2515.199951171875,1.0,100,2516.0
2024-08-28,2501.0,0.0,2501.0,2501.0,2501.0,1.0,2353,2501.0
2024-08-29,2525.699951171875,0.0,2525.699951171875,2503.89990234375,2504.10009765625,1.0,3966,2525.699951171875
2024-08-30,2493.800048828125,0.0,2525.39990234375,2493.800048828125,2519.5,1.0,208,2493.800048828125
2024-09-03,2489.89990234375,0.0,2501.800048828125,2476.300048828125,2501.60009765625,1.0,206,2489.89990234375
2024-09-04,2493.39990234375,0.0,2493.39990234375,2483.5,2490.89990234375,1.0,470,2493.39990234375
2024-09-05,2511.39990234375,0.0,2513.300048828125,2493.39990234375,2493.699951171875,1.0,54,2511.39990234375
2024-09-06,2493.5,0.0,2517.89990234375,2483.699951171875,2510.300048828125,1.0,96,2493.5
2024-09-09,2501.800048828125,0.0,2504.699951171875,2491.300048828125,2491.300048828125,1.0,96,2501.800048828125
2024-09-10,2512.300048828125,0.0,2512.300048828125,2512.300048828125,2512.300048828125,1.0,5,2512.300048828125
2024-09-11,2512.10009765625,0.0,2525.800048828125,2502.300048828125,2525.800048828125,1.0,90,2512.10009765625
2024-09-12,2551.199951171875,0.0,2557.0,2523.39990234375,2529.10009765625,1.0,132,2551.199951171875
2024-09-13,2581.300048828125,0.0,2581.800048828125,2565.0,2568.800048828125,1.0,31,2581.300048828125
2024-09-16,2580.39990234375,0.0,2580.39990234375,2580.39990234375,2580.39990234375,1.0,28,2580.39990234375
2024-09-17,2564.300048828125,0.0,2581.800048828125,2564.300048828125,2581.199951171875,1.0,22,2564.300048828125
2024-09-18,2570.699951171875,0.0,2570.699951171875,2549.199951171875,2570.699951171875,1.0,25,2570.699951171875
2024-09-19,2588.0,0.0,2588.0,2566.0,2566.0,1.0,99,2588.0
2024-09-20,2619.89990234375,0.0,2621.800048828125,2590.39990234375,2590.39990234375,1.0,17,2619.89990234375
2024-09-23,2626.5,0.0,2626.5,2626.5,2626.5,1.0,9,2626.5
2024-09-24,2651.199951171875,0.0,2662.300048828125,2625.5,2636.800048828125,1.0,35,2651.199951171875
2024-09-25,2659.199951171875,0.0,2664.199951171875,2649.300048828125,2656.300048828125,1.0,175,2659.199951171875
2024-09-26,2669.89990234375,0.0,2669.89990234375,2660.800048828125,2662.300048828125,1.0,17216,2669.89990234375
2024-09-27,2644.300048828125,0.0,2672.10009765625,2641.699951171875,2670.0,1.0,4228,2644.300048828125
2024-09-30,2636.10009765625,0.0,2662.10009765625,2623.199951171875,2660.89990234375,1.0,973,2636.10009765625
2024-10-01,2667.300048828125,0.0,2670.89990234375,2631.39990234375,2631.39990234375,1.0,153,2667.300048828125
2024-10-02,2647.10009765625,0.0,2657.199951171875,2640.0,2650.60009765625,1.0,72,2647.10009765625
2024-10-03,2657.10009765625,0.0,2657.10009765625,2640.0,2642.800048828125,1.0,354,2657.10009765625
2024-10-04,2645.800048828125,0.0,2667.0,2639.0,2656.0,1.0,114,2645.800048828125
2024-10-07,2644.800048828125,0.0,2657.39990234375,2639.0,2648.699951171875,1.0,284,2644.800048828125
2024-10-08,2615.0,0.0,2639.0,2609.300048828125,2639.0,1.0,687,2615.0
2024-10-09,2606.0,0.0,2607.699951171875,2603.0,2603.0,1.0,152,2606.0
2024-10-10,2620.60009765625,0.0,2628.300048828125,2602.5,2602.5,1.0,320,2620.60009765625
2024-10-11,2657.60009765625,0.0,2658.10009765625,2638.199951171875,2638.300048828125,1.0,12,2657.60009765625
2024-10-14,2647.800048828125,0.0,2655.300048828125,2647.800048828125,2655.0,1.0,40,2647.800048828125
2024-10-15,2661.39990234375,0.0,2661.39990234375,2661.39990234375,2661.39990234375,1.0,39,2661.39990234375
2024-10-16,2674.0,0.0,2674.0,2674.0,2674.0,1.0,6,2674.0
2024-10-17,2691.0,0.0,2691.699951171875,2677.199951171875,2677.39990234375,1.0,30,2691.0
2024-10-18,2713.699951171875,0.0,2719.60009765625,2713.699951171875,2713.699951171875,1.0,29,2713.699951171875
2024-10-21,2723.10009765625,0.0,2738.39990234375,2719.5,2721.89990234375,1.0,52,2723.10009765625
2024-10-22,2744.199951171875,0.0,2746.0,2728.60009765625,2731.699951171875,1.0,93,2744.199951171875
2024-10-23,2714.39990234375,0.0,2742.5,2714.199951171875,2742.5,1.0,18,2714.39990234375
